Date,Open,High,Low,Close,Adj Close,Volume
1997-01-01,740.739990234375,794.6699829101562,729.5499877929688,786.1599731445312,786.1599731445312,11635830000
1997-02-01,786.1599731445312,817.6799926757812,773.4299926757812,790.8200073242188,790.8200073242188,9715930000
1997-03-01,790.8200073242188,814.9000244140625,756.1300048828125,757.1199951171875,757.1199951171875,10120760000
1997-04-01,757.1199951171875,804.1300048828125,733.5399780273438,801.3400268554688,801.3400268554688,10454880000
1997-05-01,801.3400268554688,851.8699951171875,793.2100219726562,848.280029296875,848.280029296875,10106650000
1997-06-01,848.280029296875,902.0900268554688,838.8200073242188,885.1400146484375,885.1400146484375,10857950000
1997-07-01,885.1400146484375,957.72998046875,884.5399780273438,954.3099975585938,954.3099975585938,11958120000
1997-08-01,954.2899780273438,964.1699829101562,893.3400268554688,899.469970703125,899.469970703125,10606100000
1997-09-01,899.469970703125,960.5900268554688,899.469970703125,947.280029296875,947.280029296875,11383000000
1997-10-01,947.280029296875,983.1199951171875,855.27001953125,914.6199951171875,914.6199951171875,14017260000
1997-11-01,914.6199951171875,964.5499877929688,900.6099853515625,955.4000244140625,955.4000244140625,10173620000
1997-12-01,955.4000244140625,986.25,924.9199829101562,970.4299926757812,970.4299926757812,11958880000
1998-01-01,970.4299926757812,992.6500244140625,912.8300170898438,980.280029296875,980.280029296875,12733830000
1998-02-01,980.280029296875,1051.6600341796875,980.280029296875,1049.3399658203125,1049.3399658203125,11656550000
1998-03-01,1049.3399658203125,1113.0699462890625,1030.8699951171875,1101.75,1101.75,13719590000
1998-04-01,1101.75,1132.97998046875,1076.699951171875,1111.75,1111.75,13656060000
1998-05-01,1111.75,1130.52001953125,1074.3900146484375,1090.8199462890625,1090.8199462890625,11477140000
1998-06-01,1090.8199462890625,1145.1500244140625,1074.6700439453125,1133.8399658203125,1133.8399658203125,13551970000
1998-07-01,1133.8399658203125,1190.5799560546875,1114.300048828125,1120.6700439453125,1120.6700439453125,14194800000
1998-08-01,1120.6700439453125,1121.7900390625,957.280029296875,957.280029296875,957.280029296875,15071550000
1998-09-01,957.280029296875,1066.1099853515625,939.97998046875,1017.010009765625,1017.010009765625,16714080000
1998-10-01,1017.010009765625,1103.780029296875,923.3200073242188,1098.6700439453125,1098.6700439453125,18001650000
1998-11-01,1098.6700439453125,1192.969970703125,1098.6700439453125,1163.6300048828125,1163.6300048828125,13451280000
1998-12-01,1163.6300048828125,1244.9300537109375,1136.8900146484375,1229.22998046875,1229.22998046875,15181450000
1999-01-01,1229.22998046875,1280.3699951171875,1205.4599609375,1279.6400146484375,1279.6400146484375,16213500000
1999-02-01,1279.6400146484375,1283.8399658203125,1211.8900146484375,1238.3299560546875,1238.3299560546875,14555860000
1999-03-01,1238.3299560546875,1323.8199462890625,1216.030029296875,1286.3699951171875,1286.3699951171875,18002500000
1999-04-01,1286.3699951171875,1371.56005859375,1282.56005859375,1335.1800537109375,1335.1800537109375,18523200000
1999-05-01,1335.1800537109375,1375.97998046875,1277.31005859375,1301.8399658203125,1301.8399658203125,15880260000
1999-06-01,1301.8399658203125,1372.9300537109375,1277.469970703125,1372.7099609375,1372.7099609375,16079170000
